GO:0009555	pollen development	"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates." [GOC:mtg_plant, GOC:mtg_sensu, GOC:tb]	biological_process
GO:0009555	pollen development	"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates." [GOC:mtg_plant, GOC:mtg_sensu, GOC:tb]	biological_process
GO:0009641	shade avoidance	"Shade avoidance is a set of responses that plants display when they are subjected to the shade of another plant. It often includes elongation, altered flowering time, increased apical dominance and altered partitioning of resources. Plants are able to distinguish between the shade of an inanimate object (e.g. a rock) and the shade of another plant due to the altered balance between red and far-red light in the shade of a plant; this balance between red and far-red light is perceived by phytochrome." [Wikipedia:Shade_avoidance]	biological_process
GO:0009908	flower development	"The process whose specific outcome is the progression of the flower over time, from its formation to the mature structure. The flower is the reproductive structure in a plant, and its development begins with the transition of the vegetative or inflorescence meristem into a floral meristem." [GOC:tb, ISBN:0879015322]	biological_process
GO:0009555	pollen development	"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates." [GOC:mtg_plant, GOC:mtg_sensu, GOC:tb]	biological_process
GO:0048573	photoperiodism, flowering	"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0048578	positive regulation of long-day photoperiodism, flowering	"Any process that activates, maintains or increases long-day photoperiodism, where the response associated with the photoperiodism is flowering. Flowering is defined by the switch from the vegetative to the reproductive phase." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0048586	regulation of long-day photoperiodism, flowering	"Any process that modulates the frequency, rate or extent of long-day photoperiodism, where the response associated with the photoperiodism is flowering. Flowering is defined by the switch from the vegetative to the reproductive phase." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0009908	flower development	"The process whose specific outcome is the progression of the flower over time, from its formation to the mature structure. The flower is the reproductive structure in a plant, and its development begins with the transition of the vegetative or inflorescence meristem into a floral meristem." [GOC:tb, ISBN:0879015322]	biological_process
GO:0048440	carpel development	"The process whose specific outcome is the progression of the carpel over time, from its formation to the mature structure. A carpel is an organ (generally believed to be a modified foliar unit) at the centre of a flower, bearing one or more ovules and having its margins fused together or with other carpels to enclose the ovule in an ovary, and consisting also of a stigma and usually a style." [GOC:go_curators]	biological_process
GO:0048578	positive regulation of long-day photoperiodism, flowering	"Any process that activates, maintains or increases long-day photoperiodism, where the response associated with the photoperiodism is flowering. Flowering is defined by the switch from the vegetative to the reproductive phase." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0048573	photoperiodism, flowering	"A change from the vegetative to the reproductive phase as a result of detection of, or exposure to, a period of light or dark of a given length. The length of the period of light or dark required to initiate the change is set relative to a particular duration known as the 'critical day length'. The critical day length varies between species." [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]	biological_process
GO:0009909	regulation of flower development	"Any process that modulates the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
GO:0009555	pollen development	"The process whose specific outcome is the progression of the pollen grain over time, from its formation to the mature structure. The process begins with the meiosis of the microsporocyte to form four haploid microspores. The nucleus of each microspore then divides by mitosis to form a two-celled organism, the pollen grain, that contains a tube cell as well as a smaller generative cell. The pollen grain is surrounded by an elaborate cell wall. In some species, the generative cell immediately divides again to give a pair of sperm cells. In most flowering plants, however this division takes place later, in the tube that develops when a pollen grain germinates." [GOC:mtg_plant, GOC:mtg_sensu, GOC:tb]	biological_process
GO:0009910	negative regulation of flower development	"Any process that stops, prevents, or reduces the frequency, rate or extent of flower development." [GOC:go_curators]	biological_process
